ALLOT_NAME,ALLOT_NO,BLMDATA,GIS_ACRES,ADMIN_ST,ADM_OFC_CD,ADM_UNIT_C,ST_ALLOT,GlobalID,SHAPE_Leng,SHAPE_Area,FID,OBJECTID
Henry Creek,6125,0,1733.481936,ID,I04000,IDI04000,ID06125,{3F99B352-3E2B-4A07-8617-E2DD5D647A65},11117.09501,7015180.368,1087,279794
Ten Mile,6127,0,3539.090469,ID,I04000,IDI04000,ID06127,{F4D81F26-DCFF-4701-BC11-F48ABA7FC110},19103.41108,14322247.88,1088,279795
Dummy Creek,6129,0,2612.795584,ID,I04000,IDI04000,ID06129,{0C11A374-0DF1-42E1-AF3C-B6174E4629F2},16613.14768,10573650.59,1089,279796
Mill Creek,6210,0,292.7145329,ID,I04000,IDI04000,ID06210,{4082DD0D-2668-41D3-A6C9-1B18F1FF14EA},4825.912577,1184578.393,1090,279797
Big Springs,6213,0,889.9294915,ID,I04000,IDI04000,ID06213,{B69A2089-4585-4196-8F4B-BABA16838AC2},11846.02517,3601431.183,1091,279798
Everson Creek,6215,0,164.8123621,ID,I04000,IDI04000,ID06215,{FE648730-A713-4133-A735-71F0FB77A538},3269.311121,666974.6151,1092,279799
Tendoy Grave,6217,0,1186.373068,ID,I04000,IDI04000,ID06217,{05B8657B-802D-44DD-B260-570F3A98DCAB},11927.21124,4801100.541,1093,279800
Dump,6219,0,258.0776652,ID,I04000,IDI04000,ID06219,{517C23D7-EAB8-4842-A3F6-7A9DBCD89A00},5743.03614,1044407.405,1094,279801
Milk Creek,6223,0,874.6280248,ID,I04000,IDI04000,ID06223,{8B3BA2EC-3971-4DCC-9447-D56C98E1B380},10743.21061,3539508.098,1095,279802
Timber Creek,6224,0,7364.370429,ID,I04000,IDI04000,ID06224,{25C5BA28-0128-4640-9091-DC10842FF7EB},40815.9345,29802668.14,1096,279803
Leadore Hill,6225,0,1548.808136,ID,I04000,IDI04000,ID06225,{6AA35DD8-982F-4BB1-A009-75928F287817},17861.01878,6267829.047,1097,279804
Sandy Creek,6226,0,4401.065474,ID,I04000,IDI04000,ID06226,{61179EE2-F9C4-4AD0-8236-198F2097AD14},27382.78041,17810550.82,1098,279805
Kenney Creek,6227,0,876.2249721,ID,I04000,IDI04000,ID06227,{DCCF251F-9E34-4D64-9C9C-DDEA1AA809FF},10103.76621,3545970.74,1099,279806
Rattlesnake,6228,0,2351.391623,ID,I04000,IDI04000,ID06228,{F1121848-B734-4642-A443-6E9A2907B6ED},14931.13597,9515782.085,1100,279807
Pritchard Gulch,6233,0,1783.6795,ID,I04000,IDI04000,ID06233,{BD7BB58E-5738-488D-8AEA-56774833FA37},13121.97182,7218323.512,1101,279808
Big Dry Canyon,6234,0,2218.393077,ID,I04000,IDI04000,ID06234,{8AB7ED73-7F68-407A-8F40-47EE1E269224},16309.00102,8977553.93,1102,279809
Napo Canyon,6235,0,5073.777461,ID,I04000,IDI04000,ID06235,{2EE56C6C-F6CE-484C-AABB-EDE2E74F47DF},21219.95812,20532930.46,1103,279810
Yearian Creek,6236,0,26432.17877,ID,I04000,IDI04000,ID06236,{8250BEC5-41AD-4AAD-A02F-53E953208C60},63622.64906,106967657.3,1104,279811
Lower Reese Creek,6237,0,1245.120201,ID,I04000,IDI04000,ID06237,{EAAAFBAF-48D8-4725-875D-164EC70C4060},10379.60559,5038842.694,1105,279812
Cedar Gulch,6238,0,3050.236008,ID,I04000,IDI04000,ID06238,{5891D30B-9447-4FEA-ADA1-80E8691AC42F},18400.44537,12343916.21,1106,279813
Little Eightmile,6239,0,2939.538396,ID,I04000,IDI04000,ID06239,{F337911B-FDB4-4C4B-BF92-8355C98A2BA8},18170.98201,11895937.09,1107,279814
Jakes Canyon,6241,0,575.063195,ID,I04000,IDI04000,ID06241,{6AA906ED-7C45-4C12-A647-D56934205267},7078.064314,2327207.427,1108,279815
Turner,6242,0,88.17759169,ID,I04000,IDI04000,ID06242,{18718AA1-0425-42D6-AD1C-B2C96F81A3CB},2679.564816,356843.4706,1109,279816
NEF 3,6243,0,167.0956822,ID,I04000,IDI04000,ID06243,{2454FDD0-76D1-4DDA-8BDE-64161C7CB973},3775.649999,676214.9206,1110,279817
Freestrip,6301,0,5078.583195,ID,I04000,IDI04000,ID06301,{1A73DF8D-1C2D-41C4-BD99-962B8D880855},29214.62635,20552378.65,1111,279818
Leadore,6302,0,799.4743578,ID,I04000,IDI04000,ID06302,{520373C2-34C0-4958-9E45-3C22F4D4D378},12306.06105,3235370.79,1112,279819
Leadville,6303,0,7429.280207,ID,I04000,IDI04000,ID06303,{5A4CA2FE-61D9-4DEF-BE72-86582631C4C4},39327.24216,30065349.74,1113,279820
Tex Creek,6306,0,2730.270072,ID,I04000,IDI04000,ID06306,{7C83DFC7-6100-44A5-86AA-A5CCD15594FA},15558.99134,11049054.86,1114,279821
Powderhorn,6307,0,36306.43833,ID,I04000,IDI04000,ID06307,{589F013E-FFC3-4701-BEB0-2F822AED4E64},86178.60539,146927526.7,1115,279822
Chamberlain Creek,6308,0,19675.33114,ID,I04000,IDI04000,ID06308,{B4D3B94B-3BBA-4CBB-B47D-5E0977208FFA},54740.80425,79623556.43,1116,279823
Indian Head,6313,0,11564.11304,ID,I04000,IDI04000,ID06313,{F3C89B44-5C20-4E7D-9008-2FCC43460404},35597.72078,46798490.99,1117,279824
Mammoth/Sawmill,6314,0,23311.7957,ID,I04000,IDI04000,ID06314,{2EABC20F-9E41-4B03-A80F-2811E8F7A7A4},63340.10313,94339864.84,1118,279825
Coal Kiln,6315,0,8976.372597,ID,I04000,IDI04000,ID06315,{09E13FDD-C677-4138-BD97-6CFB195634BC},28870.55978,36326235.38,1119,279826
Purcell Creek,6316,0,641.7399421,ID,I04000,IDI04000,ID06316,{DC2B81D1-2781-46E4-982B-83F350095438},6868.403813,2597039.721,1120,279827
Nez Perce,6317,0,7494.030821,ID,I04000,IDI04000,ID06317,{50A9C007-90DA-49B3-A84E-649FC3381864},34062.68695,30327387.21,1121,279828
Knox Canyon,6346,0,21730.70084,ID,I02000,IDI02000,ID06346,{52CE9038-8303-4F25-BA14-4F859510CD4B},54070.12603,87941375.56,1122,279829
Timber,6349,0,3439.520177,ID,I02000,IDI02000,ID06349,{83748693-9629-4856-BDDE-974D74E6F18E},18234.09341,13919299.6,1123,279830
Windmill,6350,0,1673.478766,ID,I02000,IDI02000,ID06350,{0FDFCFB5-A45F-4511-98AA-EDB622227182},13629.09284,6772355.191,1124,279831
Baker Canyon,6351,0,4213.545682,ID,I02000,IDI02000,ID06351,{9D493562-FE88-4A3A-929A-AA3DB21029E1},23043.89283,17051682.13,1125,279832
Whitnah,6352,0,2713.24482,ID,I02000,IDI02000,ID06352,{CB29A821-88AC-4FE0-87E7-677E3A781E2F},18803.94018,10980155.84,1126,279833
Bear Hollow,6353,0,3001.798482,ID,I02000,IDI02000,ID06353,{13CC7D06-640F-445D-8D01-C2C734A654B4},14677.89392,12147895.71,1127,279834
Peak,6354,0,3007.926009,ID,I02000,IDI02000,ID06354,{89ECB115-617D-422F-95B5-E0DD8563DF3E},18407.47535,12172693.04,1128,279835
Big Canyon,6355,0,11600.28554,ID,I02000,IDI02000,ID06355,{C543CA32-77B8-4C91-A814-91575CD89660},40779.2523,46944876.52,1129,279836
North Bull Canyon,6356,0,9320.085049,ID,I02000,IDI02000,ID06356,{B6550DF6-1283-4634-8CFE-C26059AFC6BC},25632.42013,37717195.84,1130,279837
Stewart Canyon,6357,0,9807.977199,ID,I02000,IDI02000,ID06357,{F89B53B1-CDB7-4B70-AA4C-4571EE434F11},35648.98555,39691633.17,1131,279838
Ridgedale,6360,0,5550.803842,ID,I02000,IDI02000,ID06360,{C666138B-2631-4A8F-A093-7CC4040DD811},26247.80517,22463395.4,1132,279839
Ireland Canyon,6362,0,298.8706582,ID,I02000,IDI02000,ID06362,{0993732B-F9D6-494E-8902-088F4E027BC0},4887.405455,1209491.446,1133,279840
Hansel Mountain,6365,0,5770.300384,ID,I02000,IDI02000,ID06365,{C3DED72F-208F-4EB2-8781-5EC136A9354B},28646.50177,23351669.92,1134,279841
Big Desert Sheep,7000,0,231055.094,ID,I01000,IDI01000,ID07000,{5A608798-8020-4ADF-8223-8F1F005D51FD},341942.0284,935050505,1135,279842
Houghland,7001,0,34038.67317,ID,I01000,IDI01000,ID07001,{BACBD344-B8F5-40BE-85AB-C8F2699B0C84},48653.38144,137750170.3,1136,279843
Cinder Cone,7002,0,14155.84579,ID,I01000,IDI01000,ID07002,{5FF5FDC6-6698-4F13-A86C-8808CC8B3AB6},44477.48212,57286902.98,1137,279844
Rock Corral,7003,0,21192.07571,ID,I01000,IDI01000,ID07003,{C65B6948-1C0A-466E-8AE8-1A9DB2667765},53484.95842,85761628.34,1138,279845
Cox's Well,7004,0,21416.5856,ID,I01000,IDI01000,ID07004,{D0F2B9F3-B100-495D-B408-6E6051B617FB},82012.33769,86670191.23,1139,279846
Cedar Butte,7005,0,16050.46462,ID,I01000,IDI01000,ID07005,{BB6DF9FA-4EDB-4281-A6F0-36D52EBA1DDD},37385.61953,64954183.81,1140,279847
No. 2 Well,7006,0,23602.08245,ID,I01000,IDI01000,ID07006,{E72FBFFE-B563-4D2C-B37A-D0342270785C},66149.53893,95514618.31,1141,279848
Springfield,7007,0,34669.97613,ID,I01000,IDI01000,ID07007,{D8749D29-984D-43C4-B127-73F39E101AD6},47641.70219,140304972.8,1142,279849
Stageroad,7010,0,24485.88662,ID,I01000,IDI01000,ID07010,{5814DAC6-C30E-411E-BBBB-4BCD4E087411},69152.15663,99091261.1,1143,279850
Webb,7012,0,765.6709533,ID,I01000,IDI01000,ID07012,{1CEA1BDB-38C7-49D6-9229-A68CBB6B9657},7265.806115,3098572.722,1144,279851
Judge,7013,0,80.71353965,ID,I01000,IDI01000,ID07013,{32CF4AC8-676A-4117-BC3A-9FFF3ECE110F},2426.658974,326637.4037,1145,279852
O'Brien,7014,0,522.284347,ID,I01000,IDI01000,ID07014,{A6325D34-8A53-4108-A6D2-F017B2D1097E},7257.382781,2113618.159,1146,279853
Bowers,7015,0,321.9643253,ID,I01000,IDI01000,ID07015,{DDEFFD58-5BC3-48A9-8279-7CD8CB7BF478},4840.699123,1302948.573,1147,279854
Klempel,7016,0,320.1942803,ID,I01000,IDI01000,ID07016,{B5ACB228-B5A2-4ED3-B06E-92D6AA4373BD},4829.484475,1295785.426,1148,279855
Rudeen,7017,0,12221.68155,ID,I01000,IDI01000,ID07017,{D5FAAE04-2861-4F95-9BC6-BAA53678B6D3},84492.79655,49459586.93,1149,279856
Womak-Spr. Ck.-BSD,10005,0,531.0394446,ID,I02000,IDI02000,ID10005,{CD448B28-E17E-4B94-9C7B-0FF72064F4A5},13310.77845,2149048.923,1150,279857
Sagehen C.G.-BSD,10007,0,239.0981283,ID,I02000,IDI02000,ID10007,{EC4E732E-0514-4736-B9D6-7BE555C3512A},5619.870744,967599.6393,1151,279858
Gov'T Dam-BSD,10010,0,320.2672779,ID,I02000,IDI02000,ID10010,{4DFDF07B-D5D9-497C-AC42-0090DD560966},8062.8536,1296080.838,1152,279859
Conda Mine,10020,0,435.5880195,ID,I02000,IDI02000,ID10020,{41CD9EE9-A9EB-4EC0-9085-9F68EC5734DE},9891.346453,1762769.176,1153,279860
River Bend,10024,0,381.2357439,ID,I02000,IDI02000,ID10024,{E729E237-BBD7-4709-86C5-D4FD461FDE28},6074.771645,1542812.447,1154,279861
Preuss Creek,10030,0,38.11399246,ID,I02000,IDI02000,ID10030,{3D892532-37E9-498B-BD5C-EF00FA9A31AC},1572.029975,154242.4678,1155,279862
Salt River Canyon,10031,0,46.27474399,ID,I02000,IDI02000,ID10031,{F2E45B20-ABF1-493D-B751-47BA3911184B},2076.018517,187267.9887,1156,279863
Glendale Ridge,10036,0,79.32838241,ID,I02000,IDI02000,ID10036,{2B797B0E-C310-4677-AAAC-88353C0A44B5},2376.270945,321031.8489,1157,279864
Border Summit-2,10039,0,161.800343,ID,I02000,IDI02000,ID10039,{AEEF1477-4BCD-45AB-9138-3153631E978F},4817.784904,654785.358,1158,279865
Preuss Range-2,10040,0,37.60767766,ID,I02000,IDI02000,ID10040,{E3735415-95BF-4774-A159-AC6B9C145DEA},1561.280204,152193.4764,1159,279866
Sheep Creek Hills,10041,0,37.43872422,ID,I02000,IDI02000,ID10041,{647B7BFD-79FE-4032-89D5-FD8D7BAF95E8},1539.710414,151509.7433,1160,279867
Chukar Ridge,10044,0,343.1137014,ID,I02000,IDI02000,ID10044,{1EA200BA-257C-459F-9354-4999AB5F4192},7467.563408,1388537.401,1161,279868
Weston 40,10045,0,40.0896086,ID,I02000,IDI02000,ID10045,{CF4E81D9-3371-475E-B9C5-DD7C70D5E068},1611.163976,162237.5344,1162,279869
Mapleton-2,10046,0,39.80200872,ID,I02000,IDI02000,ID10046,{DC35AD12-3A9E-4ED7-8F0A-228A33AE110A},1605.366714,161073.6544,1163,279870
Morgan Ridge,10047,0,19.97598686,ID,I02000,IDI02000,ID10047,{983FB005-FC84-4F98-A0B3-D4B6DB5108CB},1206.270026,80840.27182,1164,279871
South Canyon-2,10050,0,42.31052324,ID,I02000,IDI02000,ID10050,{D32A69D1-1E2F-4CBC-95F2-C06A9ACA88BF},1647.69926,171225.2928,1165,279872
Almo Park C&H,10051,0,60.4078115,ID,T02000,IDT02000,ID10051,{2049AD3E-42E2-42D6-98C7-95942BF5B748},2349.783756,244462.7109,1166,279873
Bear Hollow,10052,0,90.91393976,ID,I02000,IDI02000,ID10052,{33F1835C-0049-4D00-91B3-CD8E419CA8D7},2505.880242,367917.1223,1167,279874
City Creek,10056,0,272.7337727,ID,I02000,IDI02000,ID10056,{C2FADEFE-F2F2-414A-8702-E6F6E7033A63},4919.183296,1103718.804,1168,279875
Jackson Creek,10062,0,80.54789642,ID,I02000,IDI02000,ID10062,{010365AA-1B27-46D7-9A40-9B33A516E213},2422.492812,325967.0666,1169,279876
Crystal-2,10064,0,39.64353215,ID,I02000,IDI02000,ID10064,{EEDCA251-36B2-40FA-BCE2-71C0017761D0},1602.182685,160432.3199,1170,279877
Saw Log Basin,10078,0,544.1657261,ID,I02000,IDI02000,ID10078,{8FEBE688-BB25-47F7-AF01-075300A6CB42},6750.126182,2202169.31,1171,279878
Portneuf Range,10080,0,1080.38912,ID,I02000,IDI02000,ID10080,{16BC948F-8B74-4BD5-8CC8-E819E69FCB57},8870.336432,4372197.013,1172,279879
Smith Canyon-2,10081,0,1876.703063,ID,I02000,IDI02000,ID10081,{8BB4E52F-5216-482F-B694-E21DF8F238DC},19153.97576,7594778.007,1173,279880
Red Rock Pass,10084,0,37.53714022,ID,I02000,IDI02000,ID10084,{0BC937F1-7B60-4799-9EE4-02CC9B0B82FC},1559.307742,151908.0203,1174,279881
Swan Lake Point,10085,0,39.99833915,ID,I02000,IDI02000,ID10085,{D4F4F902-86DD-4B92-A349-46904BAC049E},1609.380191,161868.1786,1175,279882
Alder Creek,11000,0,7468.865393,ID,I01000,IDI01000,ID11000,{5962E208-CB8D-4C2F-AF25-DC7E6E507DC0},40166.87224,30225545.94,1176,279883
Beverland Pass,11002,0,7376.615829,ID,I01000,IDI01000,ID11002,{A4A56032-A590-410C-B018-87896D3EF6ED},34669.55636,29852223.71,1177,279884
Blizzard Mountain,11007,0,3585.207699,ID,I01000,IDI01000,ID11007,{ED5CDFB0-F8D8-42C7-9B16-78300C1A1E99},33976.55272,14508878.43,1178,279885
Dry Fork,11008,0,9982.068187,ID,I01000,IDI01000,ID11008,{DF4AF518-6522-40AF-B0DA-8F80F21F8496},34241.4255,40396157.2,1179,279886
Judd Brown Canyon,11009,0,4711.211798,ID,I01000,IDI01000,ID11009,{885363C2-3343-4530-9E0A-9DEF9E140A17},21799.20029,19065673.45,1180,279887
Waddoups Canyon,11013,0,15558.96775,ID,I01000,IDI01000,ID11013,{E98F0F61-C4E9-4D41-A7C1-15C63AC255CA},36423.55671,62965158.65,1181,279888
Earl Smith,11014,0,2359.54285,ID,I01000,IDI01000,ID11014,{110F70A6-BF2F-447A-9FF4-9F6D54F442E9},19587.72372,9548769.061,1182,279889
Leslie Butte,11016,0,1341.244578,ID,I01000,IDI01000,ID11016,{2FC18EF2-13FE-4728-BA51-4D2A8C27C120},10158.71278,5427845.794,1183,279890
Beck Canyon,11017,0,1418.112879,ID,I01000,IDI01000,ID11017,{DD8C8D92-9760-4AA3-B1B8-8977982F4EDB},12060.06122,5738922.005,1184,279891
Harger Point,11020,0,3278.284739,ID,I01000,IDI01000,ID11020,{C0DF829C-6A90-47BD-8EA3-CBEE7C2077A4},21709.36757,13266800.34,1185,279892
Mahogany,11022,0,3675.747219,ID,I01000,IDI01000,ID11022,{CDFA3A3E-2381-4EA6-AAF7-78A1C43FC028},24114.08379,14875280.32,1186,279893
Mcgee-Berry Canyon,11023,0,4548.945949,ID,I01000,IDI01000,ID11023,{1D8CC5D3-B96D-4BC9-85F2-BCDB9CCB416D},20769.00456,18409004.25,1187,279894
Hammond Canyon,11024,0,4612.935778,ID,I01000,IDI01000,ID11024,{F1CCE619-2F27-4CF9-B013-0842620DA9D3},19824.05021,18667962.93,1188,279895
Techick Canyon,11025,0,3146.656042,ID,I01000,IDI01000,ID11025,{43ED0705-AB14-469A-9F3E-4607632A012A},16362.93522,12734115.79,1189,279896
Latham Hollow,11026,0,5884.358605,ID,I01000,IDI01000,ID11026,{15469CA6-8BD9-4DED-9E0F-CDA36E54FE6B},31688.27953,23813249,1190,279897
Champagne Creek,11027,0,3294.096906,ID,I01000,IDI01000,ID11027,{A48949F6-A9A3-48A0-A978-FE41C0A91A77},19994.49278,13330790.17,1191,279898
Chicken Creek,11028,0,11547.28539,ID,I01000,IDI01000,ID11028,{9EFC05B7-A05E-47AA-9EE2-A45E5B486D03},46672.06102,46730391.66,1192,279899
Trail Creek,11029,0,5201.963317,ID,I01000,IDI01000,ID11029,{A14D8660-B967-43C4-A989-477BB47F12A6},27877.46574,21051682.27,1193,279900
Goodman Canyon,11030,0,2398.709135,ID,I01000,IDI01000,ID11030,{ADE70DCA-2306-47BD-9992-8CCE50F10910},13800.53701,9707270.023,1194,279901
Appendicitis Hill,11031,0,5862.879025,ID,I01000,IDI01000,ID11031,{DE9C35F8-7CD0-4087-9B64-D70CBF72A14E},30688.84139,23726323.87,1195,279902
Aikele,11032,0,2233.693488,ID,I01000,IDI01000,ID11032,{7F61F804-846E-4C1F-94E1-05EAC49FE347},13389.05372,9039472.742,1196,279903
George,11033,0,1841.595613,ID,I01000,IDI01000,ID11033,{208D9054-7A2C-458C-8FB3-213659E7060E},13383.83226,7452702.635,1197,279904
Nichols,11034,0,919.0659306,ID,I01000,IDI01000,ID11034,{DE55A2E0-2350-4EF2-A778-5AE1BF625272},14490.95959,3719342.636,1198,279905
Bliss,11035,0,4252.555534,ID,I01000,IDI01000,ID11035,{DE993F33-6D0A-4243-8194-46324998976D},19314.44738,17209550.03,1199,279906
Stoddard Creek,11036,0,2159.585836,ID,I01000,IDI01000,ID11036,{8340AF08-DEA5-4858-BA91-4AAADB7EB502},16497.9723,8739568.524,1200,279907
Era Flat,11037,0,1236.994816,ID,I01000,IDI01000,ID11037,{2493BEFF-19D7-49AD-8F1B-09233A9BA1EB},13771.39869,5005960.297,1201,279908
Craters,11038,0,4627.88841,ID,I01000,IDI01000,ID11038,{67C8A2A3-1ADE-45B2-88DB-6496153601A2},40428.31967,18728474.32,1202,279909
Rocky Canyon,11039,0,613.4945132,ID,I01000,IDI01000,ID11039,{DE80CAF5-7DE9-4002-94BF-5F366FF6753E},6437.545849,2482734.072,1203,279910
Elbow-Ramshorn,11041,0,12455.78578,ID,I01000,IDI01000,ID11041,{39C2F60E-BC10-4044-AE27-E834413B9A0D},66366.17158,50406976.89,1204,279911
Sunset,11044,0,12716.22436,ID,I01000,IDI01000,ID11044,{308B478E-BFF7-470C-8BEA-EC3DC60F2985},39605.24905,51460938.6,1206,279913
Smith,11045,0,19855.35379,ID,I01000,IDI01000,ID11045,{95CE42C5-97D2-48F5-8F69-C8090191020F},58590.34819,80352085.16,1207,279914
Big Butte,11046,0,49388.23087,ID,I01000,IDI01000,ID11046,{E291EFB5-AC64-4ABF-ABF9-CA054F2FC239},77896.97236,199867873.1,1208,279915
Gunnarson,14002,0,76.13709094,ID,I01000,IDI01000,ID14002,{61305561-0FF8-47FC-A3DC-779361AE6E6E},3010.710736,308117.0993,1210,279917
Allred Brothers,14003,0,35.90860457,ID,I01000,IDI01000,ID14003,{1700536A-EF97-48B2-BC1F-BEFC94C611CA},1705.104843,145317.5442,1211,279918
Staley Springs,14004,0,159.916188,ID,I01000,IDI01000,ID14004,{E2CA59A7-206D-4783-9425-5A784DB0F311},4824.920474,647160.4227,1212,279919
Graehl Canyon,14005,0,265.0870987,ID,I02000,IDI02000,ID14005,{622220A7-448A-4D7F-9BF8-485D477A35E5},5182.369288,1072773.689,1213,279920
Stump Creek,14006,0,238.7803587,ID,I02000,IDI02000,ID14006,{544C48BF-FA86-4447-BFE1-C47AFB27B001},4158.498859,966313.6662,1214,279921
North Fork King Creek,14007,0,797.6933074,ID,I02000,IDI02000,ID14007,{1EC5C03A-2A11-4AE6-8519-2DF2AE3582A8},11216.50675,3228163.106,1215,279922
Above Cottonwood Creek,14008,0,975.219133,ID,I02000,IDI02000,ID14008,{85E5BE87-3679-4AE7-8F72-6AF690D44CDF},9781.49577,3946587.487,1216,279923
Garden Creek,14010,0,79.79032945,ID,I01000,IDI01000,ID14010,{C3DEE616-7F7B-45CE-AC25-7FF36908A563},2410.953784,322901.2897,1217,279924
Island Park,14011,0,242.9883854,ID,I01000,IDI01000,ID14011,{E6BBDFC8-0AD5-47BC-8AEB-3335B8453C77},4903.525251,983343.0138,1218,279925
Webster Spring,14012,0,598.3827994,ID,I02000,IDI02000,ID14012,{2347300D-29EF-453B-8136-EBDBA2353EC0},8814.486651,2421578.893,1219,279926
Toms Canyon,14014,0,1629.046543,ID,I02000,IDI02000,ID14014,{0AA6A50A-799D-41DA-956C-33CEC5ACECA4},13403.58447,6592543.65,1220,279927
Crow Creek-2,14015,0,266.7210888,ID,I02000,IDI02000,ID14015,{AF00BD94-7030-4EF6-9D21-F02700AFE250},4397.48356,1079386.238,1221,279928
Lower Big Mountain,14016,0,570.1031142,ID,I02000,IDI02000,ID14016,{61FEEC9D-37FD-4B76-ADF8-284EA77700CF},8389.498262,2307134.613,1222,279929
Trestle,14017,0,338.5375899,ID,I01000,IDI01000,ID14017,{B1C689EF-E289-4FE5-A1B4-AE2CCBD81C5F},6125.864275,1370018.461,1223,279930
Stump Creek Gap,14018,0,231.4759624,ID,I02000,IDI02000,ID14018,{96465B58-7C3D-4235-BC57-5007D5F3893E},4882.247504,936753.7055,1224,279931
Robinson,14023,0,553.0927752,ID,I01000,IDI01000,ID14023,{2925C94A-4635-4DDC-BFDA-6802BFABD8EB},12994.97813,2238295.94,1225,279932
Francis Beam,14024,0,120.8132519,ID,I01000,IDI01000,ID14024,{37BCFC04-1D7F-4555-9757-27C2FD4700C1},3229.733339,488915.8261,1226,279933
Freeman,14025,0,120.8000967,ID,I01000,IDI01000,ID14025,{9B26B7DC-4BC6-4C3E-9745-D747414C16C8},6127.010185,488862.5888,1227,279934
James Beard,14026,0,119.8130384,ID,I01000,IDI01000,ID14026,{5BE83074-FAF3-4679-AD51-19357D2C20C0},3302.623171,484868.0898,1228,279935
Browns Canyon-1,14027,0,1219.595879,ID,I02000,IDI02000,ID14027,{C41E183F-F608-43A8-884E-0C965DA1DE66},11313.71247,4935549.019,1229,279936
Diamond Creek,14028,0,7532.401209,ID,I02000,IDI02000,ID14028,{447658F7-2AA8-495A-862D-20ABEADA5D54},31432.79804,30482667.28,1230,279937
North Sulphur And Trail,14031,0,5022.210322,ID,I02000,IDI02000,ID14031,{C9420615-520B-49CD-8FB9-6A9D00B9DCA4},22434.70167,20324244.82,1231,279938
Lowell Birch,14032,0,11.96608705,ID,I01000,IDI01000,ID14032,{001FB6D0-03AC-4BDA-8580-737D0B24D933},1114.132166,48425.22857,1232,279939
Spring Creek,14033,0,748.7824396,ID,I02000,IDI02000,ID14033,{DD3D9B56-13E0-4CBB-BBBF-7A005224E7E3},11307.12614,3030227.06,1233,279940
Bischoff Canyon,14034,0,293.7323923,ID,I02000,IDI02000,ID14034,{5C0E1640-EB30-486F-A8B0-292AC04E0663},4853.895425,1188697.54,1234,279941
Soda Point-2,14036,0,1147.026942,ID,I02000,IDI02000,ID14036,{4C811B2F-9034-43E9-9A01-E9569C9F138A},11458.52939,4641871.783,1235,279942
Ferguson,14037,0,397.1550427,ID,I01000,IDI01000,ID14037,{A3FC4AA7-3507-4C37-805E-2214B2A58C05},5596.991743,1607235.819,1236,279943
Bee Hunt Hollow,14038,0,766.2611614,ID,I02000,IDI02000,ID14038,{082DD740-9F4E-4778-BC08-7A823FFEEF11},9676.710745,3100961.219,1237,279944
Little Kelly Canyon,14039,0,724.0097887,ID,I01000,IDI01000,ID14039,{F1D1A6C0-DA44-40A0-9502-87604A5EC659},7887.019471,2929975.301,1238,279945
Lawrence Blakely,14040,0,91.44294062,ID,I01000,IDI01000,ID14040,{23A3BA03-3242-4896-A0DF-8B836B4F1659},2732.645382,370057.9214,1239,279946
Stinking Springs,14041,0,3947.424524,ID,I01000,IDI01000,ID14041,{DB0E97FB-CEEC-485C-8B01-F392C1EC51E3},22305.68645,15974723.74,1240,279947
Beatrice Blakely,14042,0,143.0117607,ID,I01000,IDI01000,ID14042,{9E578CD0-83E0-4E01-8ADE-CBE39B5B7923},6183.630042,578750.3609,1241,279948
Chausse,14044,0,3701.667851,ID,I02000,IDI02000,ID14044,{5DB52722-E004-4B8A-A216-FE8ECAC6A78A},16826.10251,14980177.81,1242,279949
Schmid Ridge,14046,0,5750.492935,ID,I02000,IDI02000,ID14046,{442D6DB1-3412-4859-B6CC-E8E2EF0A3D78},26063.98891,23271511.7,1243,279950
Donal Brown,14049,0,56.00599829,ID,I01000,IDI01000,ID14049,{A276659C-A3DB-42FA-AC4F-94E77DAC9C14},2556.866435,226649.1341,1244,279951
Highway 26,14050,0,4.51660601,ID,I01000,IDI01000,ID14050,{B55B5800-4781-4BD3-BDA9-B7D6272F1C88},620.9340263,18278.12865,1245,279952
Grover Browning,14052,0,40.07415559,ID,I01000,IDI01000,ID14052,{6215B0B7-AE96-4F95-B939-C1F35E9C6253},1610.851411,162174.9981,1246,279953
Crossley Hollow,14053,0,751.9649924,ID,I02000,IDI02000,ID14053,{CFA644E7-F6C5-4266-B195-75018FB191B7},9973.30101,3043106.446,1247,279954
Cottonwood Creek-1,14054,0,760.8190393,ID,I02000,IDI02000,ID14054,{4BE0A866-3246-4F9F-972B-2C9C8443796C},9648.498549,3078937.644,1248,279955
Cottonwood,14055,0,569.9887757,ID,I02000,IDI02000,ID14055,{94644020-063B-4091-BC09-3384DE58FB11},7444.577397,2306671.9,1249,279956
Grandview,14056,0,178.9874274,ID,I01000,IDI01000,ID14056,{AC2C70A5-D35C-44FB-8C75-A683FD89D1D5},4052.54,724339.2971,1250,279957
Zane Caldwell,14057,0,131.1279558,ID,I01000,IDI01000,ID14057,{77DF28A7-1816-4D7C-90A1-F2A91C8CC8D1},4313.15566,530658.1179,1251,279958
Thornspring Ranch,14058,0,143.8743628,ID,I01000,IDI01000,ID14058,{709FDB70-F54E-4054-B0A8-4A1EA087B378},4633.453692,582241.2018,1252,279959
Carter,14059,0,98.95096715,ID,I01000,IDI01000,ID14059,{3134EFFD-F538-4EC0-B735-E180020E6688},3622.05963,400441.9474,1253,279960
Thatcher Hill-2,14060,0,1475.463387,ID,I02000,IDI02000,ID14060,{B9E21B3E-65B8-4230-8851-B2FB076E9A88},12795.62654,5971012.198,1254,279961
